ticker,name,category,kofia_fund_type,verified_limit,source_type,source_url,evidence_ref,statutory_basis,note
459580,KODEX CD금리액티브(합성),금리·파킹(합성),혼합채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_459580,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
357870,TIGER CD금리투자KIS(합성),금리·파킹(합성),특별자산파생,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_357870,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
423160,KODEX KOFR금리액티브(합성),금리·파킹(합성),특별자산파생,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_423160,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
449170,TIGER KOFR금리액티브(합성),금리·파킹(합성),혼합채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_449170,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
284430,KODEX 200미국채혼합50,채권/혼합채권파생,혼합채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_284430,투자설명서(신탁계약서) 제16조(투자대상) 및 제17조(파생상품 거래한도),퇴직연금감독규정 제12조제1항제2호 (주식 편입한도 50% 미만 및 파생 40% 이내),주식 50% 미만 및 채권파생 순위험평가액 40% 이내 충족 (퇴직연금 100% 안전자산)
477080,RISE CD금리액티브(합성),금리·파킹(합성),특별자산파생,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_477080,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
475630,TIGER CD1년금리액티브(합성),금리·파킹(합성),혼합채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_475630,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
479520,RISE KOFR금리액티브(합성),금리·파킹(합성),혼합채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_479520,투자설명서(신탁계약서) 제17조(장외파생상품 거래한도 및 거래상대방 위험평가액 10% 이내),금융위원회 의결(2016.9.21 합성ETF 적격 인정) 및 퇴직연금감독규정 제9조제1항,초단기 금리·파킹형 담보부 스왑 복제로 순위험평가액 0% 수렴 (퇴직연금 100% 안전자산)
476550,TIGER 미국30년국채커버드콜액티브(H),채권 커버드콜,재간접형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_476550,투자설명서(신탁계약서) 제16조(투자대상) 및 파생상품 위험평가액(옵션매도 헤지상계),퇴직연금감독규정 제12조제1항제2호 및 금융감독원 커버드콜 퇴직연금 행정지도(2024.11),채권 기초자산 콜옵션 매도 상계로 순위험평가액 40% 이내 (퇴직연금 100% 안전자산)
481060,KODEX 미국30년국채타겟커버드콜(합성 H),채권 커버드콜,채권파생형,100% (안전자산),투자설명서대조,https://dart.fss.or.kr/dsac001/main.do?select=ticker_481060,투자설명서(신탁계약서) 제16조(투자대상) 및 파생상품 위험평가액(옵션매도 헤지상계),퇴직연금감독규정 제12조제1항제2호 및 금융감독원 커버드콜 퇴직연금 행정지도(2024.11),채권 기초자산 콜옵션 매도 상계로 순위험평가액 40% 이내 (퇴직연금 100% 안전자산)
