ticker,shares,nav,bas_dt
0000D0,6900000,8692.4,20260915
0000H0,1150000,10053.41,20260915
0000J0,4000000,27747.36,20260915
0000Y0,1210000,101955.3,20260915
0000Z0,5850000,8181.93,20260915
0001P0,1120000,8493.5,20260915
0002C0,1080000,10126.55,20260915
0004G0,1500000,8844.31,20260915
0005A0,21500000,9189.12,20260915
0005C0,650000,11236.38,20260915
0005D0,10450000,14816.5,20260915
0005G0,3450000,49157.53,20260915
0007F0,63770000,10187.57,20260915
0007G0,3000000,12716.31,20260915
0007N0,850000,105300.52,20260915
0008E0,950000,11367.11,20260915
0008S0,32200000,9707.44,20260915
0008T0,5800000,17632.77,20260915
0013P0,1100000,12469.88,20260915
0013R0,3600000,7625.17,20260915
0015B0,32450000,17926.03,20260915
0015E0,500000,10328.87,20260915
0015F0,1200000,10381.88,20260915
0015K0,700000,6922.15,20260915
0016X0,8320000,51456.07,20260915
0017Y0,869000,93208.51,20260915
0018C0,7600000,10652.6,20260915
0018Z0,1000000,17321.31,20260915
0019K0,42800000,12972.69,20260915
0020H0,2150000,20390.66,20260915
0022T0,5700000,12644.15,20260915
0023A0,17350000,22813.46,20260915
0023B0,2100000,15494.02,20260915
0025N0,65500000,11781.92,20260915
0026E0,1850000,11578.39,20260915
0026S0,26900000,12543.39,20260915
0028X0,1150000,11464.41,20260915
0035T0,4850000,19004.5,20260915
0036R0,5600000,18739.55,20260915
0036Z0,550000,12362.72,20260915
0038A0,18950000,14472.51,20260915
0040S0,2550000,23158.67,20260915
0040X0,18450000,9160.67,20260915
0040Y0,45050000,7901.54,20260915
0041D0,3800000,13796.73,20260915
0041E0,8700000,15655.15,20260915
0043B0,31429000,103648.5,20260915
0043Y0,17550000,18495.64,20260915
0046A0,38910000,9406.35,20260915
0046Y0,4300000,12303.23,20260915
0047A0,15100000,12195.91,20260915
0047N0,700000,9028.25,20260915
0047P0,1550000,14209.31,20260915
0047R0,1650000,14884.49,20260915
0048J0,61830000,13570.13,20260915
0048K0,17750000,7835.32,20260915
0049K0,2450000,10983.13,20260915
0049M0,7100000,10978.4,20260915
0050E0,500000,8438.8,20260915
0051A0,600000,22062.64,20260915
0051G0,12300000,12065.56,20260915
0052D0,21850000,15526.81,20260915
0052S0,27900000,11349.37,20260915
0052T0,1834000,50724.33,20260915
0053L0,26600000,8963.82,20260915
0053M0,450000,12768.25,20260915
0057H0,6800000,11425.56,20260915
0060H0,31300000,12395.33,20260915
0061Z0,14164000,51040.34,20260915
0064K0,12990000,12201.45,20260915
0065G0,2550000,8183.92,20260915
0066W0,7200000,12330.22,20260915
0067V0,2200000,9386.16,20260915
0067Y0,900000,9525.93,20260915
0068M0,900000,11586.84,20260915
0069M0,14400000,13103.55,20260915
0072R0,93300000,12537.34,20260915
0073X0,550000,8650.14,20260915
0074K0,7450000,16277.05,20260915
0078V0,500000,9007.59,20260915
0079X0,350000,9306.43,20260915
0080G0,35100000,9938.84,20260915
0080X0,7000000,10634.87,20260915
0080Y0,12700000,8383.06,20260915
0082F0,700000,9757.31,20260915
0082V0,16650000,10986.01,20260915
0083S0,2800000,10478.12,20260915
0084D0,800000,11053.66,20260915
0084E0,1400000,9978.76,20260915
0085N0,3600000,9589.77,20260915
0085P0,11400000,9508.26,20260915
0086B0,4900000,9418.47,20260915
0086C0,1750000,9773.75,20260915
0087F0,500000,11514.19,20260915
0088N0,1250000,10660.71,20260915
0089B0,2900000,10970.74,20260915
0089C0,3800000,11162.66,20260915
0089D0,16900000,13629.65,20260915
0090B0,2000000,6687.39,20260915
0091C0,19910000,9366.51,20260915
0091M0,12830000,10167.68,20260915
0091P0,35250000,18514.17,20260915
0092B0,8200000,16811.01,20260915
0092C0,4562000,50287.13,20260915
0093A0,5400000,31902.55,20260915
0093B0,850000,12306.83,20260915
0093D0,1300000,17179.17,20260915
0094K0,2820000,99425.27,20260915
0094L0,1400000,7050.16,20260915
0094M0,20400000,16805.49,20260915
0094X0,900000,7956.92,20260915
0097L0,1950000,12429.1,20260915
0098F0,17500000,17151.11,20260915
0098N0,6050000,13069.49,20260915
0098Z0,750000,89508.9,20260915
0099L0,1754000,99372.64,20260915
0100K0,5800000,5825.2,20260915
0101N0,31450000,19774.06,20260915
0102A0,8100000,8760.51,20260915
0102X0,600000,8746.49,20260915
0103T0,2950000,8293.58,20260915
0104G0,2400000,5492.72,20260915
0104H0,12200000,11511.72,20260915
0104N0,10300000,20115.64,20260915
0104P0,1700000,11085.19,20260915
0105D0,1900000,9261.9,20260915
0105E0,41300000,12975.66,20260915
0107F0,2550000,11159.55,20260915
0111J0,4450000,12236.99,20260915
0111P0,28400000,10569.52,20260915
0112X0,1000000,39384.44,20260915
0113D0,5850000,11701.02,20260915
0113G0,900000,11228.31,20260915
0113P0,518000,102511.17,20260915
0114X0,650000,8789.58,20260915
0115C0,2350000,10850.56,20260915
0115D0,25750000,7520.87,20260915
0115E0,4350000,13942.88,20260915
0117L0,85640000,10164.51,20260915
0117V0,53500000,17992.36,20260915
0118S0,4700000,10324.7,20260915
0118Z0,5950000,8358.49,20260915
0119H0,27990000,9899.5,20260915
0120J0,1250000,8126.13,20260915
0122W0,1994000,51037.1,20260915
0123G0,20300000,5907.44,20260915
0123S0,6200000,10197.72,20260915
0127M0,12050000,12058.63,20260915
0127P0,66500000,10203.25,20260915
0127R0,1350000,15297.66,20260915
0127T0,1200000,10825.88,20260915
0127V0,1250000,10554.77,20260915
0128D0,700000,6414.48,20260915
0131A0,550000,7380.32,20260915
0131V0,32550000,10657.12,20260915
0131W0,1349000,102212.28,20260915
0132D0,550000,9382.01,20260915
0132H0,5800000,7360.06,20260915
0132K0,13850000,7857.91,20260915
0133E0,1050000,8294.89,20260915
0135Y0,1107000,100030.7,20260915
0137V0,8850000,10958.39,20260915
0137W0,2600000,10150.47,20260915
0138D0,550000,12154.56,20260915
0138T0,3500000,9227.36,20260915
0138Y0,11100000,9606.63,20260915
0139F0,10578000,102191.33,20260915
0139P0,3700000,13559.73,20260915
0141S0,6300000,8576.15,20260915
0141T0,840000,50108.63,20260915
0142D0,9300000,9922.13,20260915
0144L0,36500000,9289.22,20260915
0144M0,2750000,6437.01,20260915
0148J0,67600000,9676.55,20260915
0150K0,2800000,10791.02,20260915
0151P0,9850000,13911.04,20260915
0151S0,13500000,14253.94,20260915
0152E0,2350000,10812.38,20260915
0153K0,12000000,12344.63,20260915
0153P0,1450000,9482.23,20260915
0153X0,1900000,11216.63,20260915
0154F0,2850000,12425.85,20260915
0154H0,550000,8665.98,20260915
0155M0,4300000,6217.88,20260915
0155N0,3850000,7857.94,20260915
0162L0,6200000,12775.34,20260915
0162M0,42210000,10044.35,20260915
0162Y0,34100000,7270.55,20260915
0162Z0,302500000,13237.38,20260915
0163Y0,50000000,8887.39,20260915
0164G0,2100000,11714.44,20260915
0166N0,3500000,7779.63,20260915
0166S0,5250000,10735.52,20260915
0166T0,700000,9731.43,20260915
0167A0,312400000,16627.18,20260915
0167B0,55200000,11359.22,20260915
0167Z0,46600000,7208.29,20260915
0168K0,21220000,5672.8,20260915
0172V0,7050000,8061.42,20260915
0172Y0,800000,9281.94,20260915
0173Y0,35900000,9809.17,20260915
0174B0,7450000,13538.59,20260915
0174J0,600000,8727.31,20260915
0174R0,850000,11104.35,20260915
0176E0,10550000,9080.04,20260915
0176P0,550000,12487.65,20260915
0177A0,2500000,9224.04,20260915
0177N0,106900000,13906.08,20260915
0177R0,76000000,10644.48,20260915
0177X0,10250000,10085.15,20260915
0178H0,4700000,9934.25,20260915
0180V0,18950000,7549.04,20260915
0181B0,12450000,9007.16,20260915
0181L0,8250000,6759.4,20260915
0182R0,31250000,10005.75,20260915
0182S0,18750000,12267.14,20260915
0183J0,148500000,7295.72,20260915
0183V0,22300000,11468.31,20260915
0184E0,3100000,10833.21,20260915
0184L0,1305000,100421.92,20260915
0184N0,1000000,8585.61,20260915
0184V0,1050000,5380.44,20260915
0185L0,6950000,6992.99,20260915
0186L0,2300000,8927.84,20260915
0186S0,5200000,8288.44,20260915
0189B0,5150000,7753.36,20260915
0189Z0,1000000,10523.41,20260915
0190C0,60200000,7791.98,20260915
0190G0,19300000,8577.26,20260915
0190M0,2400000,7665.85,20260915
0190Y0,8100000,8154.15,20260915
0191B0,200000,29155.8,20260915
0191M0,414000,100777.92,20260915
0191S0,740000,13839.33,20260915
0191W0,1200000,100681.35,20260915
0192L0,4150000,8543.43,20260915
0192M0,2575000,9891.44,20260915
0192S0,2100000,9267.03,20260915
0192T0,4350000,6817.49,20260915
0192Z0,1920000,100686.08,20260915
0193G0,18600000,8117.22,20260915
0193K0,1425000,10763.35,20260915
0193L0,1520000,10012.12,20260915
0193M0,2114000,50359.13,20260915
0193T0,206450000,9819.54,20260915
0193W0,121200000,10638.95,20260915
0194M0,3675000,9750.17,20260915
0194N0,775000,9799.21,20260915
0194R0,1475000,8141.54,20260915
0194T0,5900000,8386.66,20260915
0195R0,88550000,9673.01,20260915
0195S0,154425000,8340.91,20260915
0197W0,4700000,8215.04,20260915
0197X0,23275000,6741.89,20260915
0198A0,8500000,8468.63,20260915
0198B0,1490000,10081.01,20260915
0198D0,2530000,8682.3,20260915
0199C0,15150000,9227.75,20260915
