ticker,shares,nav,bas_dt
0000D0,6250000,8999.08,20260921
0000H0,1150000,10233.57,20260921
0000J0,4000000,28027.08,20260921
0000Y0,1210000,101993.57,20260921
0000Z0,5850000,8171.45,20260921
0001P0,1120000,8515.46,20260921
0002C0,1080000,10233.64,20260921
0004G0,1500000,8749.68,20260921
0005A0,21500000,9370.86,20260921
0005C0,650000,11295.03,20260921
0005D0,10500000,14491.14,20260921
0005G0,3450000,53356.45,20260921
0007F0,63870000,10183.02,20260921
0007G0,3050000,12861.46,20260921
0007N0,800000,112325.21,20260921
0008E0,950000,11668.22,20260921
0008S0,31650000,9667.15,20260921
0008T0,5550000,17639.75,20260921
0013P0,1100000,12357.11,20260921
0013R0,3600000,7810.78,20260921
0015B0,32250000,19113.27,20260921
0015E0,500000,10499.27,20260921
0015F0,1200000,10495.59,20260921
0015K0,700000,6879.3,20260921
0016X0,8212000,51465.79,20260921
0017Y0,869000,93796.93,20260921
0018C0,7600000,10482.67,20260921
0018Z0,1000000,17956.11,20260921
0019K0,43000000,13389.64,20260921
0020H0,2150000,21881.0,20260921
0022T0,5700000,13118.89,20260921
0023A0,17400000,24090.98,20260921
0023B0,2100000,16063.47,20260921
0025N0,65600000,11956.0,20260921
0026E0,1850000,11779.27,20260921
0026S0,27000000,12793.91,20260921
0028X0,1150000,11313.92,20260921
0035T0,4850000,19460.21,20260921
0036R0,5600000,19689.16,20260921
0036Z0,550000,12452.69,20260921
0038A0,18950000,15207.51,20260921
0040S0,2550000,23594.7,20260921
0040X0,18550000,9393.37,20260921
0040Y0,45200000,8003.54,20260921
0041D0,3850000,13779.38,20260921
0041E0,8600000,16209.56,20260921
0043B0,29112000,103705.55,20260921
0043Y0,16700000,19699.9,20260921
0046A0,39160000,9560.2,20260921
0046Y0,4300000,12432.62,20260921
0047A0,15100000,12780.75,20260921
0047N0,700000,9373.91,20260921
0047P0,1550000,14624.8,20260921
0047R0,1650000,15373.86,20260921
0048J0,67050000,13794.72,20260921
0048K0,18000000,8079.76,20260921
0049K0,2450000,11044.5,20260921
0049M0,7050000,11160.93,20260921
0050E0,500000,8186.14,20260921
0051A0,600000,24006.67,20260921
0051G0,12400000,12089.53,20260921
0052D0,21800000,15398.13,20260921
0052S0,28100000,11558.55,20260921
0052T0,1790000,50736.66,20260921
0053L0,26750000,9239.1,20260921
0053M0,450000,12913.95,20260921
0057H0,6800000,11646.89,20260921
0060H0,31400000,12627.16,20260921
0061Z0,14196000,51061.11,20260921
0064K0,12990000,12638.45,20260921
0065G0,2550000,8397.84,20260921
0066W0,7250000,12792.23,20260921
0067V0,2200000,9361.43,20260921
0067Y0,900000,10041.16,20260921
0068M0,900000,11791.76,20260921
0069M0,14600000,13547.22,20260921
0072R0,93450000,12894.77,20260921
0073X0,550000,8889.87,20260921
0074K0,7400000,17023.98,20260921
0078V0,500000,9046.04,20260921
0079X0,350000,9629.24,20260921
0080G0,35100000,10235.04,20260921
0080X0,7000000,10835.02,20260921
0080Y0,12900000,8244.84,20260921
0082F0,700000,10073.06,20260921
0082V0,16750000,11219.49,20260921
0083S0,2800000,11897.61,20260921
0084D0,800000,11300.12,20260921
0084E0,1450000,10139.78,20260921
0085N0,3600000,9604.21,20260921
0085P0,12100000,9672.77,20260921
0086B0,4900000,9429.35,20260921
0086C0,1750000,9781.01,20260921
0087F0,500000,11760.38,20260921
0088N0,1250000,11151.56,20260921
0089B0,2900000,11244.02,20260921
0089C0,3800000,11392.16,20260921
0089D0,16700000,13573.01,20260921
0090B0,2000000,6993.64,20260921
0091C0,19910000,9366.67,20260921
0091M0,12830000,10165.38,20260921
0091P0,35600000,17969.39,20260921
0092B0,8300000,16316.45,20260921
0092C0,4566000,50267.99,20260921
0093A0,5500000,35134.82,20260921
0093B0,850000,12730.66,20260921
0093D0,1300000,18063.39,20260921
0094K0,2800000,99429.71,20260921
0094L0,1400000,7051.12,20260921
0094M0,20000000,17445.63,20260921
0094X0,900000,8326.58,20260921
0097L0,1950000,12489.58,20260921
0098F0,17650000,16579.41,20260921
0098N0,6000000,13002.16,20260921
0098Z0,750000,95523.61,20260921
0099L0,1764000,99477.25,20260921
0100K0,6000000,6187.23,20260921
0101N0,31500000,21123.76,20260921
0102A0,8100000,8842.82,20260921
0102X0,600000,9077.81,20260921
0103T0,2950000,8173.04,20260921
0104G0,2350000,5691.12,20260921
0104H0,12200000,11849.27,20260921
0104N0,10300000,21429.49,20260921
0104P0,1700000,10973.24,20260921
0105D0,1900000,9002.09,20260921
0105E0,41250000,12843.13,20260921
0107F0,2550000,11195.5,20260921
0111J0,4350000,12115.01,20260921
0111P0,28600000,10834.7,20260921
0112X0,1000000,42021.15,20260921
0113D0,5750000,11904.54,20260921
0113G0,900000,11379.1,20260921
0113P0,518000,102566.8,20260921
0114X0,650000,9012.27,20260921
0115C0,2350000,10800.99,20260921
0115D0,25900000,7519.68,20260921
0115E0,4350000,13998.55,20260921
0117L0,85640000,10168.76,20260921
0117V0,53600000,19443.7,20260921
0118S0,4650000,10815.66,20260921
0118Z0,5950000,8668.78,20260921
0119H0,21240000,9900.01,20260921
0120J0,1250000,7630.43,20260921
0122W0,1994000,51058.42,20260921
0123G0,20650000,6047.15,20260921
0123S0,6200000,10200.94,20260921
0127M0,12000000,12239.45,20260921
0127P0,66350000,10521.06,20260921
0127R0,1350000,16502.21,20260921
0127T0,1200000,10975.57,20260921
0127V0,1250000,10792.57,20260921
0128D0,700000,6636.29,20260921
0131A0,550000,7492.11,20260921
0131V0,32550000,10853.95,20260921
0131W0,1349000,102250.26,20260921
0132D0,550000,9208.23,20260921
0132H0,5850000,7466.23,20260921
0132K0,13650000,7970.78,20260921
0133E0,1050000,8545.68,20260921
0135Y0,1107000,100159.69,20260921
0137V0,8900000,11510.43,20260921
